com_nam,lin_ima,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb,org_tp,
"CORBETT FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00502088&tabIndex=1","H","P","Q","555 CAPITOL MALL SUITE 1425","SACRAMENTO","CA","95814","ELLEN CORBETT","C00502088","2016",,,,,,,,,,,,,,,,,,,,,,,,"$1,696.01",,,,,,,,,,,,,,,,,,,,,,,"$1,696.01",,"$1,696.01","$10,371.14","$8,675.13","$58,000.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORELOGIC INC PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00416693&tabIndex=1","Q","U","M","40 PACIFICA STE 900","IRVINE","CA","92618","STERGIOS THEOLOGIDES","C00416693","2016","$5,000.00",,"$5,000.00",,,,,,"$5,000.00",,,,,,,,,,,,,"$5,000.00","$5,000.00",,,,,,,,,,"$13,000.00",,,,,,,,,,,,,"$13,000.00","$13,000.00","$5,000.00",,"$57,458.00","$49,458.00",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"CORINNA FOR SOUTH DAKOTA","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00551127&tabIndex=1","H","P","T","PO BOX 3432","RAPID CITY","SD","57709","KHOROOSI, SAM","C00551127","2016",,,,"$1,000.00",,,,"$13,405.62","$13,405.62","$1,000.00",,,,,,,,,,,,"$13,405.62",,"$231.39",,,,,,,,,,,,,,,,,,,,,,,"$1,231.39","$12,405.62","$231.39","$16.37","$12,190.60","$12,357.62",,"2015-01-01","2015-02-21",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORIZON HEALTH, INC. POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00345496&tabIndex=1","N","U","M","103 POWELL COURT","BRENTWOOD","TN","37027","SHOLEY, JEFF","C00345496","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000.00","$1,000.00","$1,000.00",,,"$31,030.95","$30,030.95",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"CORMICK LYNCH FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00563197&tabIndex=1","H","P","T","PO BOX 709","NEWPORT","RI","02840","MARTIN, STEVEN G. JR.","C00563197","2016",,,,"$300.00","$3,000.00",,,,"$3,000.00","$300.00",,,,,,,,,,,,"$3,000.00",,"$7,947.40",,,,,,,,,,,,,,,,,,,,,,,"$8,247.40","$2,700.00","$7,947.40","$5,247.40",,,,"2014-11-25","2015-01-29",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORN REFINERS ASSOCIATION PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00554071&tabIndex=1","N","B","Q","1701 PENNSYLVANIA AVENUE NW SUITE 950","WASHINGTON","DC","20006","BODE, JOHN W","C00554071","2016","$1,956.00",,"$1,956.00",,,,,,"$1,956.00",,,,,,,,,,,,"$.41","$1,956.41","$1,956.41",,,,"$150.00",,,,,,"$4,000.00",,,,,,,,,,,,,"$4,150.00","$4,150.00","$1,956.00","$150.00","$8,350.64","$6,157.05",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$150.00",,,,,,,,,,,"T",
"CORNING INCORPORATED EMPLOYEES POLITICAL ACTION COMMITTEE (COREPAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00033589&tabIndex=1","Q","B","M","325 7TH STREET NW SUITE 600","WASHINGTON","DC","20004","REGAN, TIMOTHY J.","C00033589","2016","$84,597.62","$80,371.66","$164,969.28",,,,,,"$164,969.28",,,,,,,,,,,,,"$166,569.28","$166,569.28",,,,,,,,,,"$112,296.00","$1,600.00",,,,,,,,,,,"$5,000.00","$117,296.00","$117,296.00","$164,969.28",,"$381,180.65","$430,453.93",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"CORNYN MAJORITY COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00460378&tabIndex=1","N","J","Q","228 S. WASHINGTON STREET SUITE 115","ALEXANDRIA","VA","22314","DAVIS, KEITH A.","C00460378","2016","$747,800.00",,"$747,800.00","$37,000.00",,,,,"$747,800.00","$37,000.00",,,,,,,,,,,,"$747,800.00","$747,800.00",,,,"$62,197.49",,,,,,,,,,,,"$656,250.00",,,,,,"$5,000.00","$760,447.49","$760,447.49","$710,800.00","$62,197.49","$31,971.32","$19,323.83",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$62,197.49",,,,,,,,,,,"",
"CORNYN VICTORY COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00565283&tabIndex=1","N","J","T","228 S WASHINGTON STREET SUITE 115","ALEXANDRIA","VA","22314","KEITH A. DAVIS","C00565283","2016",,,,,,,,,,,,,,,,,,,,,,,,"$725.00",,,,,,,,,,,,,,,"$516.00",,,,,,,,"$1,242.00",,"$725.00","$1,242.00",,,,"2015-01-01","2015-03-31",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORPORATIONS FOR HIGHER UNEMPLOYMENT AND LOWER WAGES","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00508432&tabIndex=1","O","U","Q","106 WINDSOR CRESENT ST","WINTER SPRINGS","FL","329082708","LUIS ROLFO","C00508432","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORRECT CARE PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00568881&tabIndex=1","N","U","Q","1283 MURFREESBORO RD SUITE 500","NASHVILLE","TN","31217","WATSON, DAVID","C00568881","2016","$20,000.00",,"$20,000.00",,,,,,"$20,000.00",,,,,,,,,,,,,"$20,000.00","$20,000.00",,,,"$1,110.74",,,,,,"$5,000.00",,,,,,,,,,,,"$7,900.00","$14,010.74","$14,010.74","$20,000.00","$1,110.74","$16,996.48","$22,985.74",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$1,110.74",,,,,,,,,,,"",
"CORRECT THE RECORD","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00578997&tabIndex=1","V","U","Q","455 MASSACHUSETTS AVE NW STE 600","WASHINGTON","DC","20001","ELIZABETH COHEN","C00578997","2016",,,,,,,,,,,,,,,,,,,,,"$1,435,097.81","$1,435,097.81","$1,435,097.81",,,,,,,,,,,,,,,,,,,,,,"$333,919.53","$333,919.53","$333,919.53",,,,"$1,101,178.28",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORRECTIONS CORPORATION OF AMERICA POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00366468&tabIndex=1","Q","B","M","10 BURTON HILLS BOULEVARD","NASHVILLE","TN","37215","CARTER, COLE G.","C00366468","2016","$105,732.65","$7,891.66","$113,624.31",,,,,,"$113,624.31",,,,,,,,,,,,,"$113,624.31","$113,624.31",,,,"$100.00",,,,,,"$72,500.00",,,,,,,,,,,,"$1,000.00","$73,600.00","$73,600.00","$113,624.31","$100.00","$17,189.45","$57,213.76",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$100.00",,,,,,,,,,,"C",
"CORRIDOR 67, INC POLITICAL ACTION COMMITTEE - PAC 67","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00238691&tabIndex=1","Q","U","Q","155 W. MORTON","JACKSONVILLE","IL","62650","FANNING, GINNY","C00238691","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$250.00",,,,,,,,,,,,,"$250.00","$250.00",,,"$828.33","$578.33",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"CORRY WESTBROOK FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00543173&tabIndex=1","H","P","Q","981 OYSTER SHELL LANE","VERO BEACH","FL","32963","CATHERINE E. WENZING","C00543173","2016",,,,,,,,,,,,,,,,,,,,,,,,"$233.95",,,,,,,,,,,,,,,,,,,,,,,"$233.95",,"$233.95","$29,231.83","$28,377.79","$10,000.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORY BOOKER FOR SENATE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00540500&tabIndex=1","S","P","Q","PO BOX 32237","NEWARK","NJ","07102","SCOTT KOBLER","C00540500","2016","$159,103.00","$22,643.00","$181,747.00","$3,573.00",,"$73,500.00",,,"$255,247.00","$3,573.00",,,,,,,,,,,"$410.00","$257,381.00",,"$403,206.00",,,,"$1,722.00",,,,,,,,,,,,,,,,,"$37,407.00",,"$444,188.00","$251,674.00","$401,483.00","$846,977.00","$660,171.00","$5,266.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORY GARDNER FOR SENATE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00492454&tabIndex=1","S","P","Q","9227 E LINCOLN AVE #200-234","LONE TREE","CO","801245506","LISKER, LISA","C00492454","2016","$37,000.00","$2,760.00","$39,760.00",,,"$121,347.00",,,"$161,107.00",,,,,,,,"$14,613.00",,,,,"$218,491.00",,"$443,410.00",,,,"$42,771.00",,,,,,,,,,,,,,,,,,,"$443,410.00","$161,107.00","$400,638.00","$277,053.00","$52,135.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"CORY PAC, INC.","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00497131&tabIndex=1","Q","U","Q","918 PENNSYLVANIA AVE SE","WASHINGTON","DC","20003","ZAMORE, JUDITH","C00497131","2016","$26,468.44",,"$26,468.44",,,"$42,500.00",,,"$68,968.44",,,,,,,,,,,,,"$68,968.44","$68,968.44",,,,"$43,928.76",,,,,,"$83,500.00",,,,,,,,,,,,"$5,000.00","$132,428.76","$132,428.76","$68,968.44","$43,928.76","$103,237.17","$39,776.85",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$43,928.76",,,,,,,,,,,"",
"COSTELLO FOR CONGRESS COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00238444&tabIndex=1","H","P","Q","P. O. BOX 8250","BELLEVILLE","IL","62222","SHALAPIN, MARY","C00238444","2016",,,,,,,,,,,,,,,,,,,,,"$997.90","$997.90",,"$9,903.24",,,,,,,,,,,,,,,,,,,,,"$42,485.00",,"$52,388.24",,"$9,903.24","$1,171,869.64","$1,120,479.30",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"COTTON FOR SENATE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00499988&tabIndex=1","S","P","Q","PO BOX 379","DARDANELLE","AR","72864","THEODORE V KOCH","C00499988","2016","$131,324.00","$161,785.00","$293,109.00","$3,761.00",,"$135,250.00",,,"$428,359.00","$3,761.00",,,,,,,"$23,406.00",,,,,"$451,766.00",,"$407,533.00",,,,,,,,,,,,,,,,,,,,,"$500.00",,"$411,795.00","$424,598.00","$407,533.00","$73,906.00","$113,877.00","$286,492.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"COTTON VICTORY","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00571018&tabIndex=1","N","J","Q","901 N WASHINGTON STREET SUITE 700","ALEXANDRIA","VA","22314","THEODORE V. KOCH","C00571018","2016","$20,000.00",,"$20,000.00",,,,,,"$20,000.00",,,,,,,,,,,,,"$20,000.00","$20,000.00",,,,"$1,680.00",,,,,,,,,,,,"$15,000.00",,,,,,,"$16,680.00","$16,680.00","$20,000.00","$1,680.00",,"$3,320.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$1,680.00",,,,,,,,,,,"",
"COTTON-LAND VICTORY COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00564542&tabIndex=1","S","J","Q","C/O RED CURVE SOLUTIONS 500 CUMMING CENTER SUITE 4400","BEVERLY","MA","01915","BRADLEY CRATE","C00564542","2016",,,,,,,,,,,,,,,,,,,,,,,,"$150.00",,,,,,,,,,,,,,,,,,,,,,,"$150.00",,"$150.00","$916.00","$764.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"COUNCIL FOR A LIVABLE WORLD CANDIDATE FUND","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00387555&tabIndex=1","Q","B","M","322 4TH STREET, NE","WASHINGTON","DC","20002","ISAACS, JOHN D.","C00387555","2016","$12,195.00","$1,295.00","$13,490.00",,,,,,"$13,490.00",,,,,,,,,,,,"$4,414.73","$18,854.51","$18,854.51",,,,"$1,976.36","$949.78",,,,,"$10,184.58",,,,,,,,,,,,"$4,357.00","$16,517.94","$16,517.94","$13,490.00","$1,026.58","$41,451.86","$43,788.43",,"$32,000.00","2015-01-01","2015-07-31",,"",,,,,,,,,,,"$1,976.36",,,,,,,,,,,"M",
"COUNCIL FOR AFFORDABLE AND RURAL HOUSING PAC INC (CARH PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00303818&tabIndex=1","Q","U","Q","1112 KING STREET","ALEXANDRIA","VA","22314","TRAVIS A MILLER","C00303818","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000.00",,,,,,,,,,,,"$81.67","$1,081.67","$1,081.67",,,"$46,587.23","$45,505.56",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"T",
"COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE POLITICAL ACTION COMMITTEE (CCAGW PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00391490&tabIndex=1","Q","B","Q","1301 PENNSYLVANIA AVENUE, NW SUITE 1075","WASHINGTON","DC","20004","TEDESCHI, ROBERT JOHN MR.","C00391490","2016",,"$40.00","$40.00",,,,,,"$40.00",,,,,,,,,,,,,"$40.00","$40.00",,,,,,,,,,,,,,,,,,,,,,,,,"$40.00",,"$4,276.86","$4,316.86",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"M",
"COUNCIL FOR RESPONSIBLE NUTRITION POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00399659&tabIndex=1","Q","B","Q","1828 L STREET, NW SUITE 510","WASHINGTON","DC","200365114","GREENE, MIKE","C00399659","2016","$20,330.04","$887.48","$21,217.52",,,"$4,500.00",,,"$25,717.52",,,,,,,,,,,,,"$25,717.52","$25,717.52",,,,,,,,,,"$17,100.00",,,,,,,,,,,,,"$17,100.00","$17,100.00","$25,717.52",,"$17,311.35","$25,928.87",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"T",
"COUNCIL OF NEW JERSEY CHIROPRACTORS PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00262303&tabIndex=1","N","U","Q","44 NEWARK POMPTON TPK #40","PEQUANNOCK","NJ","07440","GEORGE J VAN SETERS","C00262303","2016",,,,,,,,,,,,,,,,,,,,,,"$46.00",,,,,,"$46.00",,,,,,,,,,,,,,,,,,,"$45.00",,"-$1.00","$10,162.00","$10,163.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$45.00",,,,,,,,,,,"M",
"COUNCIL OF PRODUCERS AND DISTRIBUTORS OF AGROTECHNOLOGY  (CPDA-PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00214809&tabIndex=1","Q","U","Q","1730 RHODE ISLAND AVE NW SUITE 812","WASHINGTON","DC","20036","SUSAN A FERENC","C00214809","2016","$1,250.00","$1,625.00","$2,875.00",,,,,,"$2,875.00",,,,,,,,,,,,,"$2,875.00","$2,875.00",,,,,,,,,,"$2,500.00",,,,,,,,,,,,,"$2,500.00","$2,500.00","$2,875.00",,"$31,046.00","$31,421.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"T",
"COUNCIL OF SCHOOL SUPERVISORS AND ADMINISTRATORS LOCAL 1 AFSA AFL-CIO","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00355818&tabIndex=1","Q","U","Q","40 RECTOR STREET, 12TH FLOOR","NEW YORK","NY","10006","CLAUDIO, ERMINIA","C00355818","2016",,"$15,657.98","$15,657.98",,,,,,"$15,657.98",,,,,,,,,,,,"$11.94","$18,169.92","$18,169.92",,,,,,,,,,"$7,000.00","$2,500.00",,,,,,,,,,,,"$7,000.00","$7,000.00","$15,657.98",,"$157,152.58","$168,322.50",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"L",
"COUNTERPAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00566778&tabIndex=1","O","U","M","2150 ALLSTON WAY SUITE 340","BERKELEY","CA","94704","BOOTH SIMPSON, ZACK","C00566778","2016","$303,098.17","$225.34","$303,323.51",,,,,,"$303,323.51",,,,,,,,,,,,,"$303,539.02","$303,539.02",,,,"$292,116.43","$215.51",,,,,,,,,,,,,,,,,,"$292,116.43","$292,116.43","$303,323.51","$291,900.92","$47,222.41","$58,645.00",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$292,116.43",,,,,,,,,,,"",
"COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00457705&tabIndex=1","Q","D","Q","228 S WASHINGTON STREET SUITE 115","ALEXANDRIA","VA","22314","DAVIS, KEITH MR.","C00457705","2016","$67,625.00","$101.00","$67,726.00",,,"$31,000.00",,,"$98,726.00",,,,,,,,,,,,,"$98,732.63","$98,732.63",,,,"$76,026.29","$6.63",,,,,"$105,000.00",,,,,,,,,,,,"$62,628.00","$243,654.29","$243,654.29","$98,726.00","$76,019.66","$231,611.18","$86,689.52",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$76,026.29",,,,,,,,,,,"",
"COUNTRY ROADS PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00484402&tabIndex=1","Q","D","Q","PO BOX 1387","CHARLESTON","WV","25325","ROSSI, JACK","C00484402","2016","$38,025.00",,"$38,025.00",,,"$193,500.00",,,"$231,525.00",,,,,,,,,,,,,"$232,993.30","$232,993.30",,,,"$92,200.67","$1,468.30",,,,,"$12,500.00",,,,,,,,,,,,,"$104,700.67","$104,700.67","$231,525.00","$90,732.37","$262,191.74","$390,484.37",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$92,200.67",,,,,,,,,,,"",
"COURAGE CAMPAIGN SUPER PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00523498&tabIndex=1","O","U","Q","777 S. FIGUEROA STREET, SUITE 4050","LOS ANGELES","CA","90017","KURTZ, EDDIE","C00523498","2016","$572.00","$30.00","$602.00",,,,,,"$602.00",,,,,,,,,,,,,"$602.00","$602.00",,,,"$2,822.55",,,,,,,,,,,,,,,,,,,"$2,822.55","$2,822.55","$602.00","$2,822.55","$3,077.92","$857.37","$135.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$2,822.55",,,,,,,,,,,"",
"COURTNEY FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00410233&tabIndex=1","H","P","Q","PO BOX 1372","VERNON","CT","06066","POLOSKI, TIM","C00410233","2016","$55,875.00","$24,666.70","$80,541.70",,,"$118,250.00",,,"$198,791.70",,,,,,,,,,,,"$543.39","$205,452.23",,"$124,058.31",,,,"$6,117.14",,,,,,,,,,,,,,,,,"$6,100.00",,"$130,158.31","$198,791.70","$117,941.17","$575,221.37","$650,515.29",,,"2015-01-01","2015-06-30",,"H2CT02112",,,,,,,,,,,,,,,,,,,,,,"",
"COVANTA ENERGY LLC POLITICAL ACTION COMMITTEE (COVANTA PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00142158&tabIndex=1","Q","B","Q","445 SOUTH STREET .","MORRISTOWN","NJ","07960","PAGLIUCA, JOANNE MS","C00142158","2016","$38,139.94","$5,915.80","$44,055.74",,,,,,"$44,055.74",,,,,,,,,,,,,"$44,055.74","$44,055.74",,,,,,,,,,"$33,500.00",,,,,,,,,,,,,"$33,500.00","$33,500.00","$44,055.74",,"$55,367.94","$65,923.68",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"COVIDIEN HOLDINGS INC. POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00433490&tabIndex=1","Q","B","Q","950 F STREET NW, SUITE 500","WASHINGTON","DC","20004","ELLIS, GARY","C00433490","2016","$17,231.46","$9,128.50","$26,359.96",,,,,,"$26,359.96",,,,,,,,,,,,,"$26,359.96","$26,359.96",,,,,,,,,,"$5,000.00",,,,,,,,,,,,,"$5,000.00","$5,000.00","$26,359.96",,"$25,455.61","$46,815.57",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"COVINGTON AND BURLING LLP PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00462630&tabIndex=1","Q","B","Q","ONE CITYCENTER 850 TENTH STREET, NW","WASHINGTON","DC","20001","WALDRON, GERARD ESQ.","C00462630","2016","$112,079.32","$124.98","$112,204.30",,,,,,"$112,204.30",,,,,,,,,,,,,"$112,204.30","$112,204.30",,,,"$5,270.17",,,,,,"$136,000.00",,,,,,,,,,,,,"$141,270.17","$141,270.17","$112,204.30","$5,270.17","$60,151.92","$31,086.05",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$5,270.17",,,,,,,,,,,"",
"COX ALOMAR 2012 INC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00506212&tabIndex=1","H","P","Q","403 AVENIDA CONSTITUCION","SAN JUAN","PR","00906","COX ALOMAR, RAFAEL","C00506212","2016",,,,,,,,,,,,,,,,,,,,,,,,"$189.20",,,,,,,,,,,,,,,,,,,,,,,"$189.20",,"$189.20","$796.88","$607.68","$101,234.28","$100.01","2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"COX ENTERPRISES PAC (COXPAC) INC.","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00477653&tabIndex=1","Q","U","Q","975 F STREET, NW SUITE 300","WASHINGTON","DC","20004","LESESNE, JOAB M. III","C00477653","2016","$267,206.81","$147,722.55","$414,929.36","$23.08",,,,,"$414,929.36","$23.08",,,,,,,,,,,,"$415,979.36","$415,979.36",,,,,,,,,,"$517,500.00","$1,050.00",,,,,,,,,,,,"$517,523.08","$517,523.08","$414,906.28",,"$251,302.72","$149,759.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"COYNE FOR CONGRESS (WILLIAM J COYNE)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00119701&tabIndex=1","H","P","Q","33RD FLOOR GULF TOWER 707 GRANT STREET","PITTSBURGH","PA","15222","FREDERICK N FRANK","C00119701","2016",,,,,,,,,,,,,,,,,,,,,,,,"$78.25",,,,,,,,,,,,,,,,,,,,,,,"$78.25",,"$78.25","$41,637.99","$41,559.74",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"COZAD FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00552752&tabIndex=1","H","P","Q","P.O.BOX171443","ARLLINGTON","TX","760031443","ROBERTS, REN HOWELL","C00552752","2016","$26.00","$1,188.12","$1,214.12",,,,,,"$1,214.12",,"$750.00",,,,"$750.00",,,,,,"$85.22","$2,049.34",,"$1,147.40",,,,,,,,,,,,,,,,,,,,,,,"$1,147.40","$1,214.12","$1,147.40","$363.02","$1,264.96","$3,550.00",,"2015-01-01","2015-06-30",,"H0TX06065",,,,,,,,,,,,,,,,,,,,,,"",
"COZEN O'CONNOR POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00312777&tabIndex=1","Q","U","Q","ONE LIBERTY PLACE 1650 MARKET STREET","PHILADELPHIA","PA","19103","ELLMAN, DAVID W.","C00312777","2016","$102,023.46","$1,902.64","$103,926.10",,,,,,"$103,926.10",,,,,,,,,,,,,"$106,576.10","$106,576.10",,,,,"$150.00",,,,,"$110,750.00","$2,500.00",,,,,,,,,,,"$28,704.18","$139,454.18","$139,454.18","$103,926.10","-$150.00","$44,869.48","$11,991.40",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
